Nov. 2, 2023   13:20:10
Linear Sweep Voltammetry
-0.127, 4.532e-6, 3.114e-4
-0.128, 4.528e-6, 3.119e-4
-0.129, 4.531e-6, 3.123e-4
-0.130, 4.534e-6, 3.128e-4
-0.131, 4.533e-6, 3.132e-4
-0.132, 4.536e-6, 3.137e-4
-0.133, 4.537e-6, 3.141e-4
-0.134, 4.536e-6, 3.146e-4
-0.135, 4.536e-6, 3.150e-4
-0.136, 4.537e-6, 3.155e-4
-0.137, 4.537e-6, 3.160e-4
-0.138, 4.543e-6, 3.164e-4
-0.139, 4.548e-6, 3.169e-4
-0.140, 4.553e-6, 3.173e-4
-0.141, 4.554e-6, 3.178e-4
-0.142, 4.552e-6, 3.182e-4
-0.143, 4.555e-6, 3.187e-4
-0.144, 4.550e-6, 3.191e-4
-0.145, 4.550e-6, 3.196e-4
-0.146, 4.562e-6, 3.200e-4
-0.147, 4.565e-6, 3.205e-4
-0.148, 4.568e-6, 3.210e-4
-0.149, 4.565e-6, 3.214e-4
-0.150, 4.570e-6, 3.219e-4
-0.151, 4.570e-6, 3.223e-4
-0.152, 4.569e-6, 3.228e-4
-0.153, 4.569e-6, 3.232e-4
-0.154, 4.574e-6, 3.237e-4
-0.155, 4.574e-6, 3.242e-4
-0.156, 4.575e-6, 3.246e-4
-0.157, 4.576e-6, 3.251e-4
-0.158, 4.576e-6, 3.255e-4
-0.159, 4.576e-6, 3.260e-4
-0.160, 4.576e-6, 3.264e-4
-0.161, 4.576e-6, 3.269e-4
-0.162, 4.576e-6, 3.274e-4
-0.163, 4.576e-6, 3.278e-4
-0.164, 4.577e-6, 3.283e-4
-0.165, 4.577e-6, 3.287e-4
-0.166, 4.578e-6, 3.292e-4
-0.167, 4.582e-6, 3.297e-4
-0.168, 4.583e-6, 3.301e-4
-0.169, 4.582e-6, 3.306e-4
-0.170, 4.586e-6, 3.310e-4
-0.171, 4.595e-6, 3.315e-4
-0.172, 4.601e-6, 3.319e-4
-0.173, 4.606e-6, 3.324e-4
-0.174, 4.610e-6, 3.329e-4
-0.175, 4.612e-6, 3.333e-4
-0.176, 4.614e-6, 3.338e-4
-0.177, 4.614e-6, 3.343e-4
-0.178, 4.618e-6, 3.347e-4
-0.179, 4.619e-6, 3.352e-4
-0.180, 4.623e-6, 3.356e-4
-0.181, 4.624e-6, 3.361e-4
-0.182, 4.625e-6, 3.366e-4
-0.183, 4.625e-6, 3.370e-4
-0.184, 4.625e-6, 3.375e-4
-0.185, 4.625e-6, 3.380e-4
-0.186, 4.625e-6, 3.384e-4
-0.187, 4.626e-6, 3.389e-4
-0.188, 4.626e-6, 3.393e-4
-0.189, 4.627e-6, 3.398e-4
-0.190, 4.629e-6, 3.403e-4
-0.191, 4.631e-6, 3.407e-4
-0.192, 4.634e-6, 3.412e-4
-0.193, 4.637e-6, 3.417e-4
-0.194, 4.633e-6, 3.421e-4
-0.195, 4.646e-6, 3.426e-4
-0.196, 4.651e-6, 3.430e-4
-0.197, 4.653e-6, 3.435e-4
-0.198, 4.663e-6, 3.440e-4
-0.199, 4.669e-6, 3.444e-4
-0.200, 4.669e-6, 3.449e-4
-0.201, 4.670e-6, 3.454e-4
-0.202, 4.671e-6, 3.458e-4
-0.203, 4.673e-6, 3.463e-4
-0.204, 4.674e-6, 3.468e-4
-0.205, 4.676e-6, 3.473e-4
-0.206, 4.676e-6, 3.477e-4
-0.207, 4.676e-6, 3.482e-4
-0.208, 4.677e-6, 3.487e-4
-0.209, 4.680e-6, 3.491e-4
-0.210, 4.677e-6, 3.496e-4
-0.211, 4.681e-6, 3.501e-4
-0.212, 4.690e-6, 3.505e-4
-0.213, 4.694e-6, 3.510e-4
-0.214, 4.704e-6, 3.515e-4
-0.215, 4.704e-6, 3.519e-4
-0.216, 4.710e-6, 3.524e-4
-0.217, 4.713e-6, 3.529e-4
-0.218, 4.715e-6, 3.534e-4
-0.219, 4.717e-6, 3.538e-4
-0.220, 4.721e-6, 3.543e-4
-0.221, 4.722e-6, 3.548e-4
-0.222, 4.722e-6, 3.552e-4
-0.223, 4.722e-6, 3.557e-4
-0.224, 4.722e-6, 3.562e-4
-0.225, 4.722e-6, 3.567e-4
-0.226, 4.723e-6, 3.571e-4
-0.227, 4.723e-6, 3.576e-4
-0.228, 4.723e-6, 3.581e-4
-0.229, 4.723e-6, 3.585e-4
-0.230, 4.724e-6, 3.590e-4
-0.231, 4.723e-6, 3.595e-4
-0.232, 4.724e-6, 3.600e-4
-0.233, 4.724e-6, 3.604e-4
-0.234, 4.725e-6, 3.609e-4
-0.235, 4.724e-6, 3.614e-4
-0.236, 4.724e-6, 3.619e-4
-0.237, 4.726e-6, 3.623e-4
-0.238, 4.729e-6, 3.628e-4
-0.239, 4.729e-6, 3.633e-4
-0.240, 4.727e-6, 3.637e-4
-0.241, 4.731e-6, 3.642e-4
-0.242, 4.730e-6, 3.647e-4
-0.243, 4.731e-6, 3.652e-4
-0.244, 4.737e-6, 3.656e-4
-0.245, 4.737e-6, 3.661e-4
-0.246, 4.741e-6, 3.666e-4
-0.247, 4.748e-6, 3.671e-4
-0.248, 4.748e-6, 3.675e-4
-0.249, 4.750e-6, 3.680e-4
-0.250, 4.744e-6, 3.685e-4
-0.251, 4.747e-6, 3.690e-4
-0.252, 4.755e-6, 3.694e-4
-0.253, 4.760e-6, 3.699e-4
-0.254, 4.763e-6, 3.704e-4
-0.255, 4.761e-6, 3.709e-4
-0.256, 4.763e-6, 3.713e-4
-0.257, 4.762e-6, 3.718e-4
-0.258, 4.762e-6, 3.723e-4
-0.259, 4.756e-6, 3.728e-4
-0.260, 4.753e-6, 3.732e-4
-0.261, 4.761e-6, 3.737e-4
-0.262, 4.761e-6, 3.742e-4
-0.263, 4.761e-6, 3.747e-4
-0.264, 4.757e-6, 3.751e-4
-0.265, 4.760e-6, 3.756e-4
-0.266, 4.754e-6, 3.761e-4
-0.267, 4.751e-6, 3.766e-4
-0.268, 4.748e-6, 3.770e-4
-0.269, 4.758e-6, 3.775e-4
-0.270, 4.750e-6, 3.780e-4
-0.271, 4.757e-6, 3.785e-4
-0.272, 4.750e-6, 3.789e-4
-0.273, 4.749e-6, 3.794e-4
-0.274, 4.740e-6, 3.799e-4
-0.275, 4.738e-6, 3.804e-4
-0.276, 4.731e-6, 3.808e-4
-0.277, 4.732e-6, 3.813e-4
-0.278, 4.732e-6, 3.818e-4
-0.279, 4.737e-6, 3.823e-4
-0.280, 4.729e-6, 3.827e-4
-0.281, 4.729e-6, 3.832e-4
-0.282, 4.727e-6, 3.837e-4
-0.283, 4.727e-6, 3.842e-4
-0.284, 4.725e-6, 3.846e-4
-0.285, 4.727e-6, 3.851e-4
-0.286, 4.730e-6, 3.856e-4
-0.287, 4.733e-6, 3.860e-4
-0.288, 4.731e-6, 3.865e-4
-0.289, 4.731e-6, 3.870e-4
-0.290, 4.736e-6, 3.875e-4
-0.291, 4.736e-6, 3.879e-4
-0.292, 4.738e-6, 3.884e-4
-0.293, 4.742e-6, 3.889e-4
-0.294, 4.759e-6, 3.894e-4
-0.295, 4.767e-6, 3.898e-4
-0.296, 4.771e-6, 3.903e-4
-0.297, 4.771e-6, 3.908e-4
-0.298, 4.772e-6, 3.913e-4
-0.299, 4.773e-6, 3.917e-4
