Nov. 2, 2023   13:10:47
Linear Sweep Voltammetry
-0.126, 2.832e-5, 8.683e-4
-0.127, 2.636e-5, 8.709e-4
-0.128, 2.200e-5, 8.731e-4
-0.129, 2.022e-5, 8.752e-4
-0.130, 1.894e-5, 8.770e-4
-0.131, 2.361e-5, 8.794e-4
-0.132, 2.666e-5, 8.821e-4
-0.133, 2.979e-5, 8.851e-4
-0.134, 2.525e-5, 8.876e-4
-0.135, 2.208e-5, 8.898e-4
-0.136, 2.038e-5, 8.918e-4
-0.137, 2.052e-5, 8.939e-4
-0.138, 2.358e-5, 8.962e-4
-0.139, 2.263e-5, 8.985e-4
-0.140, 2.451e-5, 9.009e-4
-0.141, 2.556e-5, 9.035e-4
-0.142, 2.624e-5, 9.061e-4
-0.143, 2.531e-5, 9.087e-4
-0.144, 2.944e-5, 9.116e-4
-0.145, 2.794e-5, 9.144e-4
-0.146, 2.275e-5, 9.167e-4
-0.147, 2.001e-5, 9.187e-4
-0.148, 1.968e-5, 9.206e-4
-0.149, 1.954e-5, 9.226e-4
-0.150, 1.929e-5, 9.245e-4
-0.151, 1.918e-5, 9.264e-4
-0.152, 1.959e-5, 9.284e-4
-0.153, 1.855e-5, 9.303e-4
-0.154, 1.896e-5, 9.322e-4
-0.155, 1.859e-5, 9.340e-4
-0.156, 1.823e-5, 9.358e-4
-0.157, 1.734e-5, 9.376e-4
-0.158, 1.803e-5, 9.394e-4
-0.159, 2.145e-5, 9.415e-4
-0.160, 2.189e-5, 9.437e-4
-0.161, 1.878e-5, 9.456e-4
-0.162, 1.764e-5, 9.473e-4
-0.163, 1.692e-5, 9.490e-4
-0.164, 1.673e-5, 9.507e-4
-0.165, 1.749e-5, 9.525e-4
-0.166, 1.836e-5, 9.543e-4
-0.167, 1.839e-5, 9.561e-4
-0.168, 1.866e-5, 9.580e-4
-0.169, 1.858e-5, 9.599e-4
-0.170, 1.965e-5, 9.618e-4
-0.171, 2.115e-5, 9.639e-4
-0.172, 2.175e-5, 9.661e-4
-0.173, 2.052e-5, 9.682e-4
-0.174, 1.951e-5, 9.701e-4
-0.175, 2.129e-5, 9.722e-4
-0.176, 2.160e-5, 9.744e-4
-0.177, 1.978e-5, 9.764e-4
-0.178, 1.950e-5, 9.783e-4
-0.179, 2.068e-5, 9.804e-4
-0.180, 2.254e-5, 9.827e-4
-0.181, 2.154e-5, 9.848e-4
-0.182, 2.031e-5, 9.868e-4
-0.183, 1.917e-5, 9.888e-4
-0.184, 1.871e-5, 9.906e-4
-0.185, 1.887e-5, 9.925e-4
-0.186, 2.225e-5, 9.947e-4
-0.187, 2.159e-5, 9.969e-4
-0.188, 1.950e-5, 9.988e-4
-0.189, 1.902e-5, 1.001e-3
-0.190, 1.916e-5, 1.003e-3
-0.191, 2.328e-5, 1.005e-3
-0.192, 2.579e-5, 1.008e-3
-0.193, 2.308e-5, 1.010e-3
-0.194, 2.145e-5, 1.012e-3
-0.195, 1.987e-5, 1.014e-3
-0.196, 1.849e-5, 1.016e-3
-0.197, 1.802e-5, 1.018e-3
-0.198, 1.807e-5, 1.019e-3
-0.199, 1.811e-5, 1.021e-3
-0.200, 2.576e-5, 1.024e-3
-0.201, 2.868e-5, 1.027e-3
-0.202, 2.404e-5, 1.029e-3
-0.203, 2.259e-5, 1.031e-3
-0.204, 2.077e-5, 1.033e-3
-0.205, 1.911e-5, 1.035e-3
-0.206, 1.873e-5, 1.037e-3
-0.207, 1.796e-5, 1.039e-3
-0.208, 1.852e-5, 1.041e-3
-0.209, 2.278e-5, 1.043e-3
-0.210, 2.197e-5, 1.045e-3
-0.211, 1.945e-5, 1.047e-3
-0.212, 1.781e-5, 1.049e-3
-0.213, 1.785e-5, 1.051e-3
-0.214, 1.799e-5, 1.053e-3
-0.215, 1.764e-5, 1.054e-3
-0.216, 1.791e-5, 1.056e-3
-0.217, 1.859e-5, 1.058e-3
-0.218, 1.847e-5, 1.060e-3
-0.219, 1.945e-5, 1.062e-3
-0.220, 1.892e-5, 1.064e-3
-0.221, 1.963e-5, 1.066e-3
-0.222, 2.110e-5, 1.068e-3
-0.223, 2.345e-5, 1.070e-3
-0.224, 2.203e-5, 1.072e-3
-0.225, 2.083e-5, 1.074e-3
-0.226, 2.073e-5, 1.077e-3
-0.227, 2.009e-5, 1.079e-3
-0.228, 1.872e-5, 1.080e-3
-0.229, 1.772e-5, 1.082e-3
-0.230, 1.760e-5, 1.084e-3
-0.231, 1.727e-5, 1.086e-3
-0.232, 1.958e-5, 1.088e-3
-0.233, 2.108e-5, 1.090e-3
-0.234, 2.215e-5, 1.092e-3
-0.235, 2.345e-5, 1.094e-3
-0.236, 2.283e-5, 1.097e-3
-0.237, 2.093e-5, 1.099e-3
-0.238, 2.090e-5, 1.101e-3
-0.239, 2.279e-5, 1.103e-3
-0.240, 2.043e-5, 1.105e-3
-0.241, 1.897e-5, 1.107e-3
-0.242, 2.008e-5, 1.109e-3
-0.243, 1.880e-5, 1.111e-3
-0.244, 1.892e-5, 1.113e-3
-0.245, 1.980e-5, 1.115e-3
-0.246, 2.046e-5, 1.117e-3
-0.247, 2.129e-5, 1.119e-3
-0.248, 2.167e-5, 1.121e-3
-0.249, 1.967e-5, 1.123e-3
-0.250, 1.821e-5, 1.125e-3
-0.251, 2.040e-5, 1.127e-3
-0.252, 2.330e-5, 1.129e-3
-0.253, 2.021e-5, 1.131e-3
-0.254, 1.828e-5, 1.133e-3
-0.255, 1.879e-5, 1.135e-3
-0.256, 1.805e-5, 1.137e-3
-0.257, 1.710e-5, 1.139e-3
-0.258, 1.703e-5, 1.140e-3
-0.259, 1.879e-5, 1.142e-3
-0.260, 1.973e-5, 1.144e-3
-0.261, 1.958e-5, 1.146e-3
-0.262, 1.917e-5, 1.148e-3
-0.263, 1.864e-5, 1.150e-3
-0.264, 1.760e-5, 1.152e-3
-0.265, 1.724e-5, 1.153e-3
-0.266, 1.923e-5, 1.155e-3
-0.267, 2.011e-5, 1.157e-3
-0.268, 2.152e-5, 1.159e-3
-0.269, 2.138e-5, 1.162e-3
-0.270, 1.948e-5, 1.163e-3
-0.271, 1.844e-5, 1.165e-3
-0.272, 2.054e-5, 1.167e-3
-0.273, 2.001e-5, 1.169e-3
-0.274, 1.913e-5, 1.171e-3
-0.275, 1.985e-5, 1.173e-3
-0.276, 2.024e-5, 1.175e-3
-0.277, 1.821e-5, 1.177e-3
-0.278, 1.763e-5, 1.179e-3
-0.279, 1.791e-5, 1.181e-3
-0.280, 1.672e-5, 1.182e-3
-0.281, 1.693e-5, 1.184e-3
-0.282, 1.896e-5, 1.186e-3
-0.283, 1.910e-5, 1.188e-3
-0.284, 1.793e-5, 1.190e-3
-0.285, 1.767e-5, 1.191e-3
-0.286, 1.652e-5, 1.193e-3
-0.287, 1.631e-5, 1.195e-3
-0.288, 1.613e-5, 1.196e-3
-0.289, 1.725e-5, 1.198e-3
-0.290, 1.909e-5, 1.200e-3
-0.291, 2.136e-5, 1.202e-3
-0.292, 1.980e-5, 1.204e-3
-0.293, 1.822e-5, 1.206e-3
-0.294, 1.721e-5, 1.208e-3
-0.295, 1.661e-5, 1.209e-3
-0.296, 1.553e-5, 1.211e-3
-0.297, 1.517e-5, 1.212e-3
-0.298, 1.612e-5, 1.214e-3
-0.299, 1.619e-5, 1.216e-3
